id,BILL_SUB_SYS,RECORD STATUS,ORDER TYPE,ORDER NUMBER,PHONE NUMBER,BILL WITH NUMBER,NAME FORMAT,LAST NAME,FIRST NAME,CUSTOMER NEGOTIATED,PLANNING SCHEDULE,DUE TIME,EST. WORK UNITS,ACTIVE CONTACT DATE,ACTIVE CONTACT TIME,ACTIVE DUE YEAR,ACTIVE DUE MONTH,ACTIVE DUE DAY,ACTIVE ISR DATE,ACTIVE NOT COMPLETE CODE,ISSUED BY EMP NUMBER,EFF. COMP. DATE,ACT. COMP. DATE,COMPLETION TIME,S/O CREATED,S/O POSTED,ASSIGNED TO,COMPLETED BY,WORK ORDER,BEGINNING WORK DATE,MILES DRIVEN,HOURS WORKED,RESIDENTIAL Y/N,ISR CODE,UPDATE CODE,PRINTED Y/N,FLAGGED FOR PRINT Y/N,PHYSICAL ADDRESS CONTROL #,STATE,CITY,SUBDIVISION,STREET NAME,STREET SUBTITLE,STREET DIRECTION,STREET NUMBER,ST. SUBDESCRIPTION,BUILDING NUMBER,BUILDING SUB NUMBER,BILLING CYCLE,PRINT AT LOCATION 1,PRINT AT LOCATION 2,PRINT AT LOCATION 3,PRINT AT LOCATION 4,PRINT AT LOCATION 5,PRINT AT LOCATION 6,PRINT AT LOCATION 7,PRINT AT LOCATION 8,PRINT AT LOCATION 9,PRINT AT LOCATION 10,PRINT AT LOCATION 11,PRINT AT LOCATION 12,PRINT AT LOCATION 13,PRINT AT LOCATION 14,PRINT AT LOCATION 15,PRINT AT LOCATION 16,PRINT AT LOCATION 17,PRINT AT LOCATION 18,PRINT AT LOCATION 19,PRINT AT LOCATION 20,NOT USED FLAG #01,AUTO ASSIGN BILL CYCLE M/A,Order Origination Code,NOT USED FLAG #04,NOT USED FLAG #05,Alt. Phone# Tfr Order#,Sold By Employee#,Account PIN#,STAGE CODE,SAM SEQUENCE #,BUILDING NAME,TC WORK STATUS,TC WORK CHANGE DATE,TC WORK CHANGE TIME,WAM WORK STATUS,WAM WORK CHANGE DATE,WAM WORK CHANGE TIME,FRME WORK STATUS,FRAME WORK CHANGE DATE,FRAME WORK CHANGE TIME,PLANT TRAIT CODE,AUTO STAGED Y/N,NEW CONSTRUCTION Y/N,TECH NOTES INCLUDED Y/N,PRIMARY SERVICE FLAG,Begin Work Time,End Work Date,End Work Time,Allow Order Deactivate,Deactivate Date,Deactivate Time,Deactivate User,Customer will Advise? Y/N,Channel Code,Partner Id#,Referral Id#,Lead Tracking Number,Marketing Program,Appointment Flag Y/N,HSI Flag HI/HO/HL,No Access Flag,Part of a Cut,Post Pre-Edit Flag,LAST_UPD_USER,EXT_DTTM
CT743954530,CT,,CC,743954530,6060585292,6060585292,Y,MONTES,AVERI,N,,0,0,20240508,1351,2024,05,08,0,,168937,20140314,20140314,0,20140314,20140314,999999,999999,,0,0,0,Y,CN,2,N,N,8572065,CT,BRI,,HARRISON,AVE,,630,,0,,29,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,2362,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT744025165,CT,,CD,744025165,8203660628,8203660628,Y,VELASQUEZ,MARSHALL,N,,0,0,20240420,1349,2024,04,20,0,,443786,20141204,20141204,0,20141204,20141204,0,999999,,20141204,0,0,Y,CN,2,N,N,91061,CT,MAN,,ESSEX,ST,,115,FLR 2,0,,11,,,,,,,,,,,,,,,,,,,,,1,,,,,,54042,8286,RQC,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,Y,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT745674978,CT,,CD,745674978,6556432507,6556432507,Y,LARA,ORION,N,,0,0,20240517,1348,2024,05,17,0,,929651,20150111,20150111,0,20150111,20150111,0,999999,,20150111,0,0,Y,CN,2,N,N,469255,CT,MAN,,VICTORIA,ST,,60,,0,,23,,,,,,,,,,,,,,,,,,,,,1,,,,,,65667,3855,RQC,1,,N,0,0,N,0,0,N,0,0,,A,,,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT746372371,CT,,BF,746372371,3889751122,3889751122,N,SCHROEDER,EVAN,N,,0,0,20240502,1459,2024,05,02,0,,50899,20170411,20170411,1227,20170405,20170411,0,0,,20170405,0,0,N,CN,2,N,N,8346448,CT,FRA,,FRANKLIN,,,275,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,503681,4652,***,1,,N,0,0,C,20170411,112735,N,0,0,,,,,,0,0,0,N,0,0,,,200,0,0,0,0,Y,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT748154007,CT,,CO,748154007,5873505673,5873505673,N,FRANCO,ESTEBAN,Y,TC,1700,0,20240513,1344,2024,05,13,20150611,,455552,20150611,20150611,0,20150610,20150612,0,999999,,20150610,0,0,N,CN,2,N,N,4922261,CT,SMD,,HICKORY,ST,,101,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,G,,,,31256,5017,NQC,2,,A,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT748450617,CT,,PR,748450617,9639579117,9639579117,Y,JONES,EMILIA,N,RESSH,1700,30,20240523,1520,2024,05,23,20150826,,147218,20150826,20150826,0,20150826,20150826,0,999999,,20150826,0,0,Y,RS,2,N,N,3975277,CT,TRU,,GARFIELD,RD,,273,,0,,23,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,5294,NQC,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT748932973,CT,,CD,748932973,4307564997,4307564997,N,BLACK,GISELLE,N,,0,0,20240421,1455,2024,04,21,0,,822756,20220427,20220427,0,20220427,20220427,0,999999,,20220427,0,0,N,CN,2,N,N,4225483,CT,NGN,,3RD,DR,,181,,0,,15,,,,,,,,,,,,,,,,,,,,,1,,G,,,,301080,2517,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT749692032,CT,,PR,749692032,8732081424,8732081424,N,SOLOMON,JASLENE,N,,0,0,20240515,1454,2024,05,15,0,,847161,20131218,20131218,0,20131218,20131218,999999,999999,,0,0,0,N,CN,2,N,N,3787171,CT,WPT,,12TH,ST,,47,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7179,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT750655643,CT,,RO,750655643,1357023202,1357023202,Y,HATFIELD,KELLEN,Y,RESSH,1700,0,20240419,1351,2024,04,19,20141204,,447918,20141201,20141204,1208,20141201,20141204,0,999999,,20141204,0,0,Y,CN,2,N,N,8302597,CT,MAN,,CHURCH,ST,,39,UNIT 12333,0,,13,,,,,,,,,,,,,,,,,,,,,1,,C,,,,302738,2894,NQC,1,,N,0,0,N,0,0,N,0,0,UVERSE,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT751735644,CT,,CO,751735644,4074105755,4074105755,N,LUNA,JONAS,Y,TC,1700,0,20240425,1410,2024,04,25,20150225,,866504,20150225,20150225,0,20150224,20150226,0,999999,,20150224,0,0,N,CN,2,N,N,1355224,CT,KLY,,CROSS,,,581,,0,,1,,,,,,,,,,,,,,,,,,,,,1,M,,,,,60738,1654,NQC,1,,E,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT756155783,CT,,BO,756155783,8350977432,8350977432,N,FREEMAN,AMINA,Y,RESSH,1700,0,20240407,1342,2024,04,07,20180124,,659380,20180124,20180124,840,20180123,20180124,0,999999,,20180123,0,0,N,CN,2,N,N,6896108,CT,RID,,5TH,RD,,40,,0,,9,,,,,,,,,,,,,,,,,,,,,1,,G,,,,301307,2734,END,1,,N,0,0,N,0,0,N,0,0,CENTREX,M,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT756384358,CT,,RC,756384358,4943231436,4943231436,Y,MCCULLOUGH,LESLY,Y,HMD N,1700,0,20240513,1351,2024,05,13,20190211,,584350,20190211,20190211,1249,20190208,20190212,303045,303045,,20190211,0,0,Y,CN,2,N,N,2998115,CT,HAM,,ROUTE,RD,,28,,0,,9,,,,,,,,,,,,,,,,,,,,,3,M,C,,,,84298,9851,END,1,,A,0,0,C,20190211,115604,Y,20190208,160331,*WFMREQ,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:00
CT758588855,CT,,CD,758588855,1727388948,1727388948,N,LIVINGSTON,DEVIN,N,,0,0,20240515,1310,2024,05,15,0,,813600,20200407,20200407,0,20200407,20200407,0,999999,,20200407,0,0,N,CN,2,N,N,456763,CT,AVO,,CAMBRIDGE,RD,W,20,,0,,15,,,,,,,,,,,,,,,,,,,,,1,,,,,,300665,9684,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT758988769,CT,,CC,758988769,6941908736,6941908736,Y,HOUSE,DAVON,Y,TC,1700,0,20240506,1450,2024,05,06,20170225,,58026,20170225,20170225,0,20170224,20170225,0,999999,,20170225,0,0,Y,CN,2,N,N,1499798,CT,HAR,,WASHINGTON,ST,,196,FLR 2,0,,13,,,,,,,,,,,,,,,,,,,,,1,,C,,,,989585,6908,END,1,,N,0,0,N,0,0,Y,20170222,105123,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT760357662,CT,,CD,760357662,4581758761,4581758761,N,LI,KENNA,N,,0,0,20240501,1429,2024,05,01,0,,561166,20161006,20161006,0,20161005,20161006,0,999999,,20161005,0,0,N,CN,2,N,N,5090328,CT,GRO,,LAKE,RD,,1084,BRANFORD26,0,,1,,,,,,,,,,,,,,,,,,,,,1,,G,,,,300895,4607,RQC,3,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,Y,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT764323022,CT,,PR,764323022,2222458978,2222458978,Y,FRANKLIN,STELLA,N,,0,0,20240420,1518,2024,04,20,0,,838854,20130529,20130529,0,20130529,20130529,999999,999999,,0,0,0,Y,CN,2,N,N,9864,CT,NHV,,HILLSIDE,AVE,,672,UNIT 2,0,,27,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7450,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT770499086,CT,,CD,770499086,2896496490,2896496490,Y,BELL,EMMANUEL,N,,0,0,20240520,1452,2024,05,20,0,,478204,20150519,20150519,0,20150519,20150519,0,999999,,0,0,0,Y,CN,2,N,N,8469721,CT,HAM,,SYCAMORE,,,141,,0,,15,,,,,,,,,,,,,,,,,,,,,1,,C,,,,302567,4306,RQC,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,Y,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT771589052,CT,,CC,771589052,5098339301,5098339301,Y,CROSBY,LEILANI,Y,RESSH,1700,0,20240423,1352,2024,04,23,20200608,,657935,20200608,20200608,312,20200605,20200608,0,999999,,20200608,0,0,Y,CN,2,N,N,1424371,CT,POR,,BEECHWOOD,AVE,,3,,0,,29,,,,,,,,,,,,,,,,,,,,,1,,D,,,,832638,8322,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,700721,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT772086193,CT,,PO,772086193,6263846943,6263846943,N,KENT,PIERCE,Y,TC,1700,0,20240405,1526,2024,04,05,20150102,,557924,20150102,20150102,1122,20141224,20150130,0,999999,,20141224,0,0,N,CN,2,N,N,5491449,CT,HAM,,ORCHARD,AVE,,275,,0,,15,,,,,,,,,,,,,,,,,,,,,1,,G,,,,37938,7832,NQC,2,,N,0,0,N,0,0,N,0,0,,M,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT772742125,CT,,TD,772742125,4135618281,4135618281,Y,TORRES,SHERLYN,N,TC,1700,10,20240507,1353,2024,05,07,20180618,,406900,20180618,20180618,0,20180618,20180618,0,999999,,20180618,0,0,Y,RS,2,N,N,5269569,CT,HAR,,DURHAM,ST,,53,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,6845,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT772867484,CT,,BI,772867484,2285399607,2285399607,N,MERRITT,LINDSEY,Y,DNB U,1700,0,20240514,1421,2024,05,14,20160923,,682253,20160920,20160920,1524,20160901,20160921,302623,302623,,20160901,0,0,N,CN,2,N,N,709526,CT,NWM,,MARSHALL,ST,,130,,0,,7,,,,,,,,,,,,,,,,,,,,,2,M,G,,,,68441,5170,NQC,1,,N,0,0,C,20160920,142730,S,20160913,112203,*WFMREQ,A,,,N,0,0,0,N,0,0,,,200,0,0,0,0,Y,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT773297968,CT,,TD,773297968,5283641277,5283641277,N,ROMERO,DAVIS,N,TC,1700,10,20240515,1448,2024,05,15,20170509,,197096,20170509,20170509,0,20170509,20170510,0,999999,,20170509,0,0,N,RS,2,N,N,9191832,CT,GRO,,LAKE,,,551,,0,,21,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,4077,END,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT774771857,CT,,CD,774771857,9049693068,9049693068,Y,CANTRELL,REBECCA,N,,0,0,20240416,1424,2024,04,16,0,,732653,20161202,20161202,0,20161202,20161202,0,999999,,20161202,0,0,Y,CN,2,N,N,6370328,CT,GRO,,DELAWARE,LN,,72,UNIT 5,0,,13,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,3625,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT775562783,CT,,RO,775562783,2119530754,2119530754,Y,STEPHENS,RAQUEL,Y,TC,1700,0,20240504,1226,2024,05,04,20180510,,176170,20180413,20180510,0,20180505,20180510,0,999999,,20180510,0,0,Y,CN,2,N,N,8674013,CT,OSA,,3RD,RD,,15,,0,,11,,,,,,,,,,,,,,,,,,,,,1,,C,,,,82102,3317,END,1,,N,0,0,N,0,0,Y,20180504,144103,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HO,,,P,INF_BATCH_USER,1/13/2023 2:00
CT776086177,CT,,BO,776086177,6556205013,6556205013,N,LUCAS,MAGGIE,Y,RESSH,1800,0,20240419,1440,2024,04,19,20230103,,432784,20230103,20230103,0,20221229,20230103,0,999999,,20221229,0,0,N,CN,2,N,N,1240715,CT,WBY,,REDWOOD,AVE,,155,,0,,29,,,,,,,,,,,,,,,,,,,,,1,,G,,,,301376,9089,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT776940585,CT,,RI,776940585,9267090961,9267090961,Y,SINGLETON,SEBASTIAN,N,BRI U,1700,0,20240515,1503,2024,05,15,20170308,,230928,20170308,20170308,1239,20170303,20170310,76880,76880,,20170308,0,0,Y,CN,2,N,N,5448567,CT,SNG,,NORTH,ST,,150,,0,,15,,,,,,,,,,,,,,,,,,,,,5,A,C,,,,74994,1254,END,1,,A,0,0,C,20170308,133932,Y,20170307,72528,PREM VISIT,A,,,N,0,0,0,N,0,0,,N,200,0,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:00
CT777765803,CT,,CD,777765803,1818257583,1818257583,N,MASSEY,THADDEUS,N,,0,0,20240410,1446,2024,04,10,0,,424122,20180115,20180117,0,20180117,20180118,0,999999,,20180117,0,0,N,CN,2,N,N,2440596,CT,PFD,,NORTH,RD,,584,,0,,15,,,,,,,,,,,,,,,,,,,,,4,,G,,,,68423,6512,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT777782183,CT,,BC,777782183,4719372908,4719372908,N,HOWE,CHEYANNE,Y,HMD U,1700,0,20240523,1428,2024,05,23,20141212,,619699,20141202,20141202,1236,20141108,20141202,302743,302743,,20141108,0,0,N,CN,2,N,N,4771333,CT,HAM,,4TH,AVE,,1392,,0,,27,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,67731,9802,NQC,1,,N,0,0,C,20141202,113852,S,20141201,161833,PREM VISIT,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,Y,HL,,,P,INF_BATCH_USER,1/13/2023 2:00
CT780798498,CT,,CC,780798498,2824461767,2824461767,Y,WEBSTER,KENDRA,N,,0,0,20240508,1408,2024,05,08,0,,377917,20140102,20140102,0,20140102,20140102,999999,999999,0000000,20140102,0,0,N,CN,2,N,N,9639337,CT,SMD,,6TH,RD,,178,,0,,29,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3687,CMT,1,,,0,0,,0,0,,0,0,,N,N,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:00
CT782192100,CT,,PO,782192100,2748178540,2748178540,N,CALDWELL,BRISA,Y,TC,1700,0,20240403,1405,2024,04,03,20150529,,478375,20150529,20150529,0,20150225,20150626,0,0,,20150522,0,0,N,CN,2,N,N,9254856,CT,NBR,,GRANT,RD,,12,,0,,1,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,33385,7921,NQC,1,,N,0,0,N,0,0,N,0,0,,M,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT783173256,CT,,CD,783173256,9849563137,9849563137,Y,DUNN,CRAIG,N,,0,0,20240509,2207,2024,05,09,0,,445060,20170924,20170924,0,20170924,20170924,0,999999,,20170924,0,0,Y,CN,2,N,N,5296715,CT,MAN,,YORK,DR,,45,,0,,21,,,,,,,,,,,,,,,,,,,,,1,,,,,,988867,5417,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT783254648,CT,,BO,783254648,2299124641,2299124641,N,BOWERS,CONOR,Y,TC,1700,0,20240418,1440,2024,04,18,20150911,,320564,20150911,20150911,1205,20150908,20150921,0,999999,,20150908,0,0,N,CN,2,N,N,6169196,CT,BRA,,WOODLAND,RD,,50,,0,,3,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,302634,8724,NQC,1,,A,0,0,N,0,0,N,0,0,*TC,M,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT783291742,CT,,GI,783291742,9101263298,9101263298,N,RODGERS,AUDREY,Y,TC,1700,0,20240411,1502,2024,04,11,20160928,,276382,20160928,20160928,0,20160928,20160928,0,999999,,20160928,0,0,N,CN,2,N,N,1519637,CT,WPT,,CEDAR,PL,,36,,0,,1,,,,,,,,,,,,,,,,,,,,,1,A,L,,,,99997,9015,CQC,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT783985019,CT,,CC,783985019,4413353416,4413353416,Y,OCONNOR,MARCOS,N,,0,0,20240512,1505,2024,05,12,0,,918336,20140403,20140403,0,20140403,20140403,999999,999999,,0,0,0,Y,CN,2,N,N,1810027,CT,PLY,,RIVER,RD,,30,UNIT 4G,0,,17,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,9058,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT787679988,CT,,RF,787679988,8043190811,8043190811,Y,WILLIAMSON,PETER,N,,0,0,20240401,1444,2024,04,01,0,,256800,20140726,20140726,0,20140610,20140726,999999,999999,,0,0,0,Y,CN,2,N,N,7087459,CT,MTN,,WALL,DR,,1315,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1130,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT790513933,CT,,CD,790513933,9640899559,9640899559,N,FREEMAN,JAYLEN,N,,0,0,20240519,1534,2024,05,19,0,,935186,20150520,20150520,0,20150520,20150520,0,999999,,20150520,0,0,N,CN,2,N,N,9304722,CT,BRA,,CHERRY,ST,S,45,,0,,5,,,,,,,,,,,,,,,,,,,,,1,,G,,,,403114,8271,RQC,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,Y,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT792591839,CT,,CD,792591839,5040779970,5040779970,Y,JARVIS,JAYLENE,N,,0,0,20240521,1531,2024,05,21,0,,841603,20140624,20140624,0,20140624,20140624,999999,999999,0000000,20140624,0,0,N,CN,2,N,N,1939243,CT,NWB,,CAMBRIDGE,AVE,,309,,0,,19,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8269,CMT,1,,,0,0,,0,0,,0,0,,N,N,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:00
CT793397895,CT,,CC,793397895,9325009020,9325009020,Y,HAAS,MICHAELA,N,,0,0,20240505,1506,2024,05,05,0,,479367,20130925,20130925,0,20130925,20130925,999999,999999,,0,0,0,Y,CN,2,N,N,8943765,CT,ENF,,LAUREL,RD,,14,,0,,27,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,9169,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT794756908,CT,,CD,794756908,5422338060,5422338060,N,ANDREWS,MADILYN,N,,0,0,20240517,1532,2024,05,17,0,,370996,20220505,20220505,0,20220505,20220507,0,999999,,20220505,0,0,N,CN,2,N,N,8554328,CT,WLK,,HILLTOP,RD,,1,,0,,5,,,,,,,,,,,,,,,,,,,,,3,,G,,,,301000,7307,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT797211162,CT,,PR,797211162,9187172709,9187172709,Y,MAHONEY,KYLA,N,,0,0,20240410,1533,2024,04,10,0,,298717,20140728,20140728,0,20140728,20140728,999999,999999,,0,0,0,Y,CN,2,N,N,9228196,CT,STR,,CHURCH,RD,,145,,0,,3,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1861,CMT,1,,,0,0,,0,0,,0,0,,N,,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,,INF_BATCH_USER,1/13/2023 2:00
CT797563208,CT,,CD,797563208,3686100919,3686100919,Y,CRAWFORD,BRAYLON,N,,0,0,20240422,1420,2024,04,22,0,,664400,20160310,20160310,0,20160310,20160310,0,999999,,20160310,0,0,Y,CN,2,N,N,7664248,CT,PVL,,3RD,CT,,5,,0,,11,,,,,,,,,,,,,,,,,,,,,1,,,,,,67547,8332,RQC,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,Y,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:00
CT797807008,CT,,VP,797807008,7354151741,7354151741,N,CURTIS,AMANDA,Y,RESSH,1700,0,20240416,1457,2024,04,16,20190621,,729961,20190621,20190621,1346,20190620,20190626,0,999999,,20190620,0,0,N,CN,2,N,N,4653403,CT,WAL,,FRANKLIN,RD,,52,,0,,13,,,,,,,,,,,,,,,,,,,,,1,,G,,,,62736,5356,END,1,,N,0,0,N,0,0,N,0,0,,M,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT798111414,CT,,CD,798111414,6900791737,6900791737,Y,ZUNIGA,DANIELA,N,,0,0,20240512,1512,2024,05,12,0,,937741,20190612,20190612,0,20190610,20190613,0,999999,,0,0,0,Y,CN,2,N,N,5168396,CT,DAN,,EAST,RD,,9,,0,,5,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,9693,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT798725440,CT,,CD,798725440,3758030639,3758030639,Y,COSTA,LAWSON,N,,0,0,20240517,1318,2024,05,17,0,,701381,20161227,20161227,0,20161227,20161228,0,999999,,20161227,0,0,Y,CN,2,N,N,2478388,CT,BRP,,VIRGINIA,AVE,,57,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,300438,1037,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:00
CT799874393,CT,,RO,799874393,6084368262,6084368262,Y,HENRY,MACKENZIE,N,,0,0,20240411,0137,2024,04,11,0,,867713,20140927,20140927,0,20140925,20140927,999999,999999,0000000,20140925,0,0,N,CN,2,N,N,3566491,CT,NWH,,MAIN,RD,,28,,0,,19,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,9693,CMT,1,,,0,0,,0,0,,0,0,,N,N,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:00
CT802585344,CT,,CC,802585344,6760794873,6760794873,Y,EVANS,LEONARDO,Y,TC,1700,0,20240516,1422,2024,05,16,20200131,,220352,20200109,20200109,308,20200103,20200109,0,999999,,20200103,0,0,Y,CN,2,N,N,1103997,CT,DER,,ROUTE,AVE,,228,FLR 2,0,,1,,,,,,,,,,,,,,,,,,,,,1,M,C,,,,76255,6843,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:00
CT804436024,CT,,CD,804436024,9588900947,9588900947,Y,DAVID,FRANCISCO,N,,0,0,20240504,1443,2024,05,04,0,,488909,20140709,20140709,0,20140709,20140709,999999,999999,0000000,20140709,0,0,N,CN,2,N,N,5315849,CT,NWL,,AMHERST,AVE,,1117,,0,,1,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8145,CMT,1,,,0,0,,0,0,,0,0,,N,N,,Y,0,0,0,Y,0,0,,,0,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:00
