id,BILL_SUB_SYS,RECORD STATUS,ORDER TYPE,ORDER NUMBER,PHONE NUMBER,BILL WITH NUMBER,NAME FORMAT,LAST NAME,FIRST NAME,CUSTOMER NEGOTIATED,PLANNING SCHEDULE,DUE TIME,EST. WORK UNITS,ACTIVE CONTACT DATE,ACTIVE CONTACT TIME,ACTIVE DUE YEAR,ACTIVE DUE MONTH,ACTIVE DUE DAY,ACTIVE NOT COMPLETE CODE,ISSUED BY EMP NUMBER,COMPLETION TIME,ASSIGNED TO,COMPLETED BY,WORK ORDER,MILES DRIVEN,HOURS WORKED,RESIDENTIAL Y/N,ISR CODE,UPDATE CODE,PRINTED Y/N,FLAGGED FOR PRINT Y/N,PHYSICAL ADDRESS CONTROL #,STATE,CITY,SUBDIVISION,STREET NAME,STREET SUBTITLE,STREET DIRECTION,STREET NUMBER,ST. SUBDESCRIPTION,BUILDING NUMBER,BUILDING SUB NUMBER,BILLING CYCLE,PRINT AT LOCATION 1,PRINT AT LOCATION 2,PRINT AT LOCATION 3,PRINT AT LOCATION 4,PRINT AT LOCATION 5,PRINT AT LOCATION 6,PRINT AT LOCATION 7,PRINT AT LOCATION 8,PRINT AT LOCATION 9,PRINT AT LOCATION 10,PRINT AT LOCATION 11,PRINT AT LOCATION 12,PRINT AT LOCATION 13,PRINT AT LOCATION 14,PRINT AT LOCATION 15,PRINT AT LOCATION 16,PRINT AT LOCATION 17,PRINT AT LOCATION 18,PRINT AT LOCATION 19,PRINT AT LOCATION 20,NOT USED FLAG #01,AUTO ASSIGN BILL CYCLE M/A,Order Origination Code,NOT USED FLAG #04,NOT USED FLAG #05,Alt. Phone# Tfr Order#,Sold By Employee#,Account PIN#,STAGE CODE,SAM SEQUENCE #,BUILDING NAME,TC WORK STATUS,TC WORK CHANGE DATE,TC WORK CHANGE TIME,WAM WORK STATUS,WAM WORK CHANGE DATE,WAM WORK CHANGE TIME,FRME WORK STATUS,FRAME WORK CHANGE DATE,FRAME WORK CHANGE TIME,PLANT TRAIT CODE,AUTO STAGED Y/N,NEW CONSTRUCTION Y/N,TECH NOTES INCLUDED Y/N,PRIMARY SERVICE FLAG,Begin Work Time,End Work Date,End Work Time,Allow Order Deactivate,Deactivate Date,Deactivate Time,Deactivate User,Customer will Advise? Y/N,Channel Code,Partner Id#,Referral Id#,Lead Tracking Number,Marketing Program,Appointment Flag Y/N,HSI Flag HI/HO/HL,No Access Flag,Part of a Cut,Post Pre-Edit Flag,LAST_UPD_USER,EXT_DTTM
CZ116457263,CZ,,XC,116457263,1338451848,1338451848,N,BUSH,OMAR,Y,RESSP,1700,0,1/8/2024,1432,2024,4,4,,637718,1507,0,999999,,0,0,N,CN,2,N,N,8688763,CA,LAL,,ROUTE,ST,,1540,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,503265,9900,END,1,,N,0,0,N,0,0,N,0,0,,M,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ116604674,CZ,,CR,116604674,9085234235,9085234235,Y,GRAHAM,IZABELLA,N,TC,1700,1,1/19/2024,1424,2024,4,15,,352016,0,0,999999,,0,0,Y,CN,2,N,N,9890071,CA,COV,,DEPOT,AVE,N,4427,,0,,3,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,1871,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ116681047,CZ,,PR,116681047,1311009082,1311009082,Y,MANN,URIAH,N,TC,1700,1,1/29/2024,1520,2024,5,19,,802401,0,0,999999,,0,0,Y,RS,2,N,N,881494,CA,SBR,,MORRIS,AVE,N,3176,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,2372,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ117155632,CZ,,RC,117155632,2327416632,2327416632,Y,ALVARADO,CHANA,Y,SNT I,1700,0,1/2/2024,1354,2024,4,25,,866407,1146,503657,503657,,0,0,Y,CN,2,N,N,3979604,CA,STM,,LEXINGTON,RD,S,4750,SP 319,0,,5,,,,,,,,,,,,,,,,,,,,,1,,C,,,,952151,7837,END,1,,A,0,0,C,20171212,134756,S,20171212,114002,PREM VISIT,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,Y,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ117365866,CZ,,CD,117365866,1975969853,1975969853,N,RICHARD,JESSIE,,,0,0,1/19/2024,1449,2024,4,22,,184944,720,0,77777,,0,0,N,CN,2,N,N,8945479,CA,SMO,,DEERFIELD,BLV,,2200,,0,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,3151,***,1,,N,0,0,N,0,0,N,0,0,,,,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ117891015,CZ,,RR,117891015,3196351763,3196351763,Y,RIOS,BRITNEY,N,TC,1700,1,1/25/2024,1433,2024,4,3,,610120,0,0,999999,,0,0,Y,CN,2,N,N,5490955,CA,SNJ,,MULBERRY,ST,E,697,,0,,24,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,9612,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ118089640,CZ,,CR,118089640,4970665155,4970665155,Y,RASMUSSEN,ALI,N,TC,1700,1,1/14/2024,1348,2024,5,13,,77141,0,0,999999,,0,0,Y,CN,2,N,N,5878868,CA,MRR,,DURHAM,,,23810,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,6898,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ121007450,CZ,,CD,121007450,3156665223,3156665223,Y,MCCULLOUGH,RYAN,N,,0,0,1/19/2024,1347,2024,4,1,,261321,0,0,0,,0,0,Y,CN,2,N,N,5045488,CA,LAQ,,MAIDEN,DR,,79848,,0,,13,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1568,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ121074743,CZ,,BI,121074743,8168754270,8168754270,N,HARPER,HAZEL,Y,POM I,1700,0,1/15/2024,1446,2024,5,20,,85938,2115,508143,508143,,0,0,N,CN,2,N,N,1085499,CA,SAD,,DIVISION,,E,160,STE 100,0,,15,,,,,,,,,,,,,,,,,,,,,3,A,G,,,,79640,2661,END,1,,N,0,0,C,20180308,201203,N,0,0,*WFMREQ,A,,,N,0,0,0,N,0,0,,N,200,0,0,0,0,N,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ121245532,CZ,,RF,121245532,7037039908,7037039908,Y,HAMMOND,MISAEL,N,,0,0,1/4/2024,1708,2024,5,17,,993559,1417,0,0,,0,0,Y,CN,2,N,N,2923225,CA,YUC,,LIBERTY,ST,,13535,,0,,14,,,,,,,,,,,,,,,,,,,,,1,,,,,,859703,1484,END,1,,N,0,0,C,20220802,162129,N,0,0,,,,,,0,0,0,N,0,0,,,200,0,0,0,0,Y,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ121531480,CZ,,RC,121531480,6910396543,6910396543,Y,DUNCAN,TONY,N,,0,0,1/25/2024,1341,2024,5,1,,479604,0,0,0,,0,0,Y,CN,2,N,N,7534287,CA,VTV,,6TH,RD,,14779,BLDG N APT,0,,91,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6961,CMT,5,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ121746480,CZ,,PR,121746480,3615984917,3615984917,Y,SCHROEDER,KASEN,N,TC,1700,1,1/3/2024,1415,2024,4,6,,682503,0,0,999999,,0,0,Y,RS,2,N,N,8385092,CA,LKW,,SMITH,AVE,,6149,,0,,28,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,3701,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ123343900,CZ,,CD,123343900,5133658095,5133658095,N,RANGEL,DAVIN,,,0,0,1/14/2024,1502,2024,4,6,,305866,709,0,77777,,0,0,N,CN,2,N,N,8870085,CA,SBR,,VALLEY,AVE,S,806,,0,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,3608,***,1,,N,0,0,N,0,0,N,0,0,,,,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ123782497,CZ,,PO,123782497,6781755709,6781755709,Y,ADKINS,DWAYNE,Y,TC,1700,0,1/4/2024,1456,2024,5,13,,182855,0,0,999999,,0,0,Y,CN,2,N,N,6998212,CA,WLN,,BROAD,CIR,,530,,0,,10,,,,,,,,,,,,,,,,,,,,,2,,L,,,,99997,4881,NQC,1,,A,0,0,N,0,0,S,20161112,144308,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ126138139,CZ,,RC,126138139,4244319319,4244319319,Y,DANIELS,KEAGAN,N,,0,0,1/20/2024,937,2024,5,4,,732853,0,0,0,,0,0,Y,CN,2,N,N,9708537,CA,RVS,,OVERLOOK,RD,,20675,,0,,4,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4344,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ126619380,CZ,,BC,126619380,5752849113,5752849113,N,VASQUEZ,EZEQUIEL,Y,TC,1700,0,1/4/2024,1528,2024,5,18,,997269,1838,507614,507614,,0,0,N,CN,2,N,N,135080,CA,YUC,,VICTORIA,BLV,,33475,,0,,25,,,,,,,,,,,,,,,,,,,,,1,,G,,,,504196,9398,END,1,,E,0,0,C,20170315,203756,N,0,0,*WFMREQ,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,Y,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ126633942,CZ,,CC,126633942,5794789791,5794789791,Y,RODRIGUEZ,SILAS,Y,TC,1700,0,1/3/2024,1431,2024,5,21,,730629,1755,0,999999,,0,0,Y,CN,2,N,N,3421877,CA,TOR,,GRANT,HWY,,4465,APT B310,0,,17,,,,,,,,,,,,,,,,,,,,,1,,D,,,,846712,7607,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,700721,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ126977443,CZ,,RI,126977443,8743919534,8743919534,Y,DILLON,CHEYENNE,Y,RESSP,1700,0,1/13/2024,718,2024,4,25,,394419,0,0,999999,,0,0,Y,CN,2,N,N,5123167,CA,LAL,,SHERWOOD,BLV,,4125,APT 7,0,,14,,,,,,,,,,,,,,,,,,,,,1,A,C,,,,16181,2115,END,1,,A,0,0,N,0,0,Y,20161205,55454,,A,N,,Y,0,0,0,N,0,0,,N,217,16499,0,0,0,,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ128704261,CZ,,CR,128704261,3614859801,3614859801,Y,NIXON,ROWAN,N,TC,1700,1,1/27/2024,634,2024,4,10,,870448,0,0,999999,,0,0,Y,CN,2,N,N,9799695,CA,LAM,,WASHINGTON,DR,,13426,,0,,25,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,1866,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ129846219,CZ,,GO,129846219,8924663623,8924663623,Y,SKINNER,RIYA,Y,TC,1700,0,1/1/2024,1359,2024,4,23,,890194,0,0,999999,,0,0,Y,CN,2,N,N,272761,CA,GLR,,MAGNOLIA,ST,,8730,,0,,10,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,2046,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ130182574,CZ,,RC,130182574,2343296357,2343296357,Y,STEVENSON,TABITHA,N,,0,0,1/11/2024,1503,2024,5,21,,374045,0,0,0,,0,0,Y,CN,2,N,N,71074,CA,HSP,,STATE,AVE,,9058,,0,,2,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7638,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ130506718,CZ,,BC,130506718,7065152097,7065152097,N,CONNER,ALISON,Y,RDA K,1700,0,1/23/2024,1451,2024,5,16,,370606,1909,841422,841422,,0,0,N,CN,2,N,N,7776342,CA,ALP,,RIVERSIDE,RD,,5446,,0,,25,,,,,,,,,,,,,,,,,,,,,1,M,,,,,400491,6142,END,1,,E,0,0,C,20210623,211443,N,0,0,*FRMCHG,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,N,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ130682112,CZ,,PR,130682112,2668169252,2668169252,N,GRIFFIN,SHANIYA,N,TC,1700,1,1/8/2024,604,2024,4,19,,688281,0,0,999999,,0,0,N,RS,2,N,N,2818257,CA,CAM,,ROUTE,DR,S,462,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,4427,END,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ131319539,CZ,,CD,131319539,7964784751,7964784751,Y,WALL,ANNABELLA,N,,0,0,1/17/2024,1420,2024,4,1,,365715,56,0,999999,,0,0,Y,CN,2,N,N,3193755,CA,WHI,,MONROE,RD,,11009,,0,,10,,,,,,,,,,,,,,,,,,,,,1,,D,,,,831401,5547,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ131854129,CZ,,GI,131854129,4130603022,4130603022,Y,MEDINA,THEODORE,N,,0,75,1/12/2024,1530,2024,4,25,,439440,0,0,999999,,0,0,Y,CN,2,N,N,7263363,CA,ADL,,ANDOVER,ST,,14320,,0,,22,,,,,,,,,,,,,,,,,,,,,,M,,,,,999999,8156,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ132044897,CZ,,CC,132044897,2517393600,2517393600,Y,RANDOLPH,BRISA,Y,VTV F,1700,0,1/21/2024,1515,2024,4,8,,511001,1852,508713,508713,,0,0,Y,CN,2,N,N,9796507,CA,VTV,,CEDAR,ST,,11905,,0,,28,,,,,,,,,,,,,,,,,,,,,9,M,C,,,,974744,9353,NQC,1,,A,0,0,D,20160719,205414,N,0,0,*WFMREQ,M,N,,,0,0,0,N,0,0,,N,217,16499,0,0,0,Y,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ133577810,CZ,,RO,133577810,8163359157,8163359157,Y,STANTON,JAKOB,Y,RESSP,1700,0,1/3/2024,1456,2024,4,2,,955419,0,0,999999,,0,0,Y,CN,2,N,N,6745621,CA,ART,,HUDSON,AVE,,18821,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,C,,,,65581,2651,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ134057988,CZ,,CD,134057988,5969051686,5969051686,Y,PAYNE,ALEXA,N,,0,0,1/11/2024,1254,2024,4,16,,506074,0,0,999999,,0,0,Y,CN,2,N,N,1157613,CA,WHI,,8TH,AVE,S,11602,,0,,7,,,,,,,,,,,,,,,,,,,,,1,,,,,,64493,9746,RQC,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,Y,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ136486399,CZ,,RC,136486399,2708925315,2708925315,Y,BURTON,DAVIAN,N,,0,0,1/22/2024,1951,2024,4,24,,40057,0,0,0,,0,0,Y,CN,2,N,N,1271107,CA,DHS,,SUMMIT,DR,,13030,,0,,1,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,2533,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ139488193,CZ,,SS,139488193,9671466555,9671466555,Y,RUBIO,CALLUM,Y,RESSP,1700,0,1/26/2024,1442,2024,4,9,,782801,0,0,999999,,0,0,Y,CN,2,N,N,2322953,CA,WSM,,VALLEY,CIR,,13801,,0,,7,,,,,,,,,,,,,,,,,,,,,6,,,,,63537476,945612,4122,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ139654360,CZ,,RI,139654360,4986263585,4986263585,Y,HARDING,NEHEMIAH,Y,VTV I,1700,0,1/1/2024,1536,2024,5,15,,631445,1727,946400,946400,,0,0,Y,CN,2,N,N,8094155,CA,HSP,,SYCAMORE,AVE,,10345,,0,,2,,,,,,,,,,,,,,,,,,,,,1,A,N,,,,16181,5255,END,1,,E,0,0,C,20210301,193333,Y,20210216,171017,*WFMREQ,A,N,,,0,0,0,N,0,0,,N,217,16104,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ139980916,CZ,,CC,139980916,4485783336,4485783336,N,HAMMOND,BRENNEN,N,,0,0,1/15/2024,1436,2024,5,5,,695373,0,0,999999,,0,0,N,CN,2,N,N,7744750,CA,LAL,,FRANKLIN,BLV,,11640,,0,,91,,,,,,,,,,,,,,,,,,,,,,M,,,,,508902,3130,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ141054188,CZ,,RO,141054188,1315904482,1315904482,Y,WONG,DAWSON,Y,RESSP,1700,0,1/1/2024,1342,2024,4,17,,88847,0,0,999999,,0,0,Y,CN,2,N,N,5848945,CA,TEM,,ANDOVER,CT,,32821,,0,,10,,,,,,,,,,,,,,,,,,,,,1,M,C,,,,806680,7132,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HO,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ141764872,CZ,,CC,141764872,2288326437,2288326437,Y,GILL,QUINTEN,N,,0,0,1/14/2024,1427,2024,4,21,,465516,0,0,0,,0,0,Y,CN,2,N,N,7639230,CA,CHL,,MARSHALL,DR,,15832,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8650,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ146760601,CZ,,RC,146760601,8469569115,8469569115,Y,BRIGHT,YADIRA,N,,0,0,1/3/2024,1458,2024,4,1,,761676,0,0,0,,0,0,Y,CN,2,N,N,780848,CA,CER,,WEST,LN,,12955,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6927,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ147570403,CZ,,CD,147570403,3099835233,3099835233,Y,NIXON,NOEMI,N,,0,0,1/14/2024,1407,2024,4,15,,268005,0,0,0,,0,0,Y,CN,2,N,N,4449370,CA,HUB,,DURHAM,ST,,2013,UNIT 1,0,,10,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5045,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ149133504,CZ,,PR,149133504,4582287214,4582287214,Y,VILLANUEVA,KAYLIN,N,TC,1700,10,1/9/2024,1346,2024,4,17,,573856,0,0,999999,,0,0,Y,RS,2,N,N,2001105,CA,GRH,,5TH,AVE,,11042,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,5769,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ149801804,CZ,,XO,149801804,8525327361,8525327361,N,MCGUIRE,JEREMIAH,N,,0,0,1/23/2024,1442,2024,5,1,,607446,0,0,999999,,0,0,N,CN,2,N,N,6316148,CA,POM,,SOUTH,AVE,N,3131,,0,,19,,,,,,,,,,,,,,,,,,,,,,A,,,,,508983,1571,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ149904532,CZ,,PR,149904532,7240148481,7240148481,Y,BULLOCK,URIEL,N,TC,1700,10,1/1/2024,1453,2024,4,18,,344275,0,0,999999,,0,0,Y,RS,2,N,N,2971545,CA,VTV,,LINDEN,LN,,14049,,0,,7,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,4726,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ151167474,CZ,,CD,151167474,9137179683,9137179683,N,DALTON,SHANNON,,,0,0,1/13/2024,1435,2024,5,10,,876876,745,0,77777,,0,0,N,CN,2,N,N,5813576,CA,LAL,,BRIDLE,DR,,741,FL 2,0,,28,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,2214,***,1,,N,0,0,N,0,0,N,0,0,,,,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ151806517,CZ,,RC,151806517,7762874519,7762874519,Y,MORRISON,SYDNEY,N,,0,0,1/30/2024,1357,2024,4,3,,338168,0,0,0,,0,0,Y,CN,2,N,N,309045,CA,HUB,,VIRGINIA,AVE,,7521,UNIT 2234,0,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1106,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ152100096,CZ,,CG,152100096,5501340984,5501340984,N,WOODS,COLT,N,,0,0,1/13/2024,1517,2024,4,2,,567748,0,999999,999999,,0,0,N,CN,2,N,N,7711934,CA,ONT,,MAIN,AVE,S,1725,,0,,13,,,,,,,,,,,,,,,,,,,,,,M,,,,,999999,9532,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ152909256,CZ,,RO,152909256,6601055105,6601055105,Y,SPENCE,TANYA,Y,ROORD,1800,0,1/16/2024,1521,2024,4,10,,739715,0,0,999999,,0,0,Y,CN,2,N,N,1884051,CA,CHL,,6TH,ST,,6485,UNIT 77,0,,14,,,,,,,,,,,,,,,,,,,,,1,M,D,,,,302182,4144,END,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HO,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ153108137,CZ,,BI,153108137,7151471105,7151471105,N,ATKINS,KALEIGH,Y,MNT I,1700,0,1/17/2024,1516,2024,4,20,,268838,1709,83468,83468,,0,0,N,CN,2,N,N,1903943,CA,MNT,,REDWOOD,RD,S,13602,,0,,9,,,,,,,,,,,,,,,,,,,,,1,A,,,,,78853,9882,END,1,,E,0,0,C,20171208,191143,S,20171208,141042,*WFMREQ,A,,,N,0,0,0,N,0,0,,N,202,15458,0,1428702,0,Y,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ154133790,CZ,,CD,154133790,2766047053,2766047053,Y,ROMAN,AMIAH,N,,0,0,1/5/2024,1515,2024,4,23,,181082,0,0,0,,0,0,Y,CN,2,N,N,6592954,CA,LEL,,LAFAYETTE,ST,,301,,0,,13,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4816,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ155912857,CZ,,RC,155912857,9483347158,9483347158,Y,MONTGOMERY,ALYSSA,N,,0,0,1/15/2024,1458,2024,5,13,,19690,0,0,0,,0,0,Y,CN,2,N,N,7520619,CA,OXN,,GRAND,AVE,,1423,APT 906,0,,26,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4511,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ155948706,CZ,,RR,155948706,8394730163,8394730163,Y,RICHARDSON,JESSIE,N,TC,1700,1,1/31/2024,1414,2024,4,23,,86759,0,0,999999,,0,0,Y,CN,2,N,N,6845639,CA,OXN,,PLEASANT,AVE,,628,,0,,22,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,1195,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ156513881,CZ,,PI,156513881,9404447260,9404447260,N,SKINNER,JESSE,Y,RESSP,1700,0,1/3/2024,1403,2024,5,24,,269418,1335,0,999999,,0,0,N,CN,2,N,N,5862382,CA,COV,,RAILROAD,ST,E,125,,0,,28,,,,,,,,,,,,,,,,,,,,,2,M,G,,,,79559,4975,END,1,,N,0,0,N,0,0,N,0,0,,M,,,N,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ156649468,CZ,,PO,156649468,2339998539,2339998539,N,BARRERA,KAYDENCE,Y,PORT,1700,0,1/31/2024,1352,2024,5,23,,257993,1235,0,999999,,0,0,N,CN,2,N,N,4037250,CA,HUB,,GREEN,ST,,17551,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,8784,END,1,,N,0,0,N,0,0,N,0,0,,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ158416024,CZ,,CC,158416024,1689217859,1689217859,Y,BRADY,CAILYN,Y,RESSP,1700,0,1/14/2024,1430,2024,4,3,,564904,0,0,999999,,0,0,Y,CN,2,N,N,4830899,CA,WHI,,LAWRENCE,AVE,,8242,,0,,10,,,,,,,,,,,,,,,,,,,,,1,,C,,,,959794,9514,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
